pointID;pointLat;pointLon;p2p_dist;osmWayID;osmWayType;int_ref;ref;way_name;operator;toll;nodeId;nodeLat;nodeLon;p2nodeDistance;comments
506;50.78461;2.10823;72;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23047691;50.7846046;2.1082304;0;
507;50.78375;2.10854;98;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4937946298;50.783745;2.1085381;0;
508;50.78286;2.10891;102;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;797637881;50.7828545;2.1089117;0;
509;50.782;2.10925;98;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4937946296;50.7819983;2.1092516;0;
510;50.7812;2.10963;92;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23047686;50.7811993;2.1096305;0;
511;50.78076;2.10984;51;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4937946294;50.7807582;2.1098352;0;
512;50.77952;2.11047;144;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;797641480;50.7795169;2.1104727;0;
513;50.77841;2.11107;130;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4937946290;50.778413;2.1110657;0;
514;50.77737;2.11165;122;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4937946283;50.7773683;2.1116495;0;
515;50.77655;2.11215;97;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23047723;50.7765489;2.1121464;0;
516;50.77588;2.11254;79;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;797640830;50.7758772;2.112538;0;
517;50.77493;2.1131;112;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328060305;50.7749268;2.1131006;0;
518;50.77436;2.11343;67;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;7397268710;50.7743594;2.1134278;0;
519;50.77388;2.11371;56;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328060306;50.7738828;2.1137067;0;
520;50.77273;2.11438;136;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;7397268728;50.7727311;2.1143827;0;
521;50.77154;2.11508;141;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;797638558;50.7715383;2.1150807;0;
522;50.77092;2.11545;73;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328061230;50.7709161;2.1154448;0;
523;50.77055;2.11564;43;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328061227;50.770548;2.1156393;0;
524;50.7701;2.1159;53;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23047718;50.7700965;2.1159015;0;
525;50.7693;2.11631;93;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328061225;50.7692995;2.1163139;0;
526;50.7688;2.11656;58;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328061224;50.7688008;2.1165606;0;
527;50.76841;2.11674;45;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;797641813;50.7684138;2.1167437;0;
528;50.76773;2.11706;78;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328061233;50.7677269;2.1170622;0;
529;50.76675;2.11747;112;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23047714;50.7667513;2.1174706;0;
530;50.76631;2.11764;50;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328061236;50.7663121;2.1176362;0;
531;50.76592;2.11779;44;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328061238;50.7659151;2.1177918;0;
532;50.76552;2.11793;45;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328061237;50.7655148;2.1179259;0;
533;50.76501;2.1181;57;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23047604;50.7650141;2.1180956;0;
534;50.76433;2.11833;77;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5333665021;50.7643329;2.1183324;0;
535;50.76357;2.11857;86;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5330007187;50.7635687;2.1185708;0;
536;50.76073;2.1195;322;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040710;50.7607315;2.1194945;0;
537;50.75994;2.11977;89;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040708;50.7599392;2.1197691;0;
538;50.75959;2.1199;40;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040706;50.7595937;2.119896;0;
539;50.75945;2.11995;15;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059797;50.7594476;2.1199516;0;
540;50.75916;2.12008;33;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040705;50.7591576;2.120077;0;
541;50.75886;2.12018;34;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1276837064;50.7588563;2.1201829;0;
542;50.75818;2.12047;78;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;797642498;50.7581767;2.120472;0;
543;50.75723;2.12089;109;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040699;50.7572318;2.120887;0;
544;50.75632;2.12136;106;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059790;50.7563204;2.1213625;0;
545;50.75557;2.12176;88;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040698;50.7555723;2.1217614;0;
546;50.75479;2.12223;92;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;797642650;50.7547864;2.1222262;0;
547;50.75429;2.12252;59;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040695;50.7542912;2.1225205;0;
548;50.75376;2.12287;63;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040696;50.7537634;2.1228719;0;
549;50.75329;2.12318;56;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040690;50.7532883;2.123183;0;
550;50.75272;2.12358;69;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040688;50.7527215;2.12358;0;
551;50.75176;2.12431;118;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059821;50.7517591;2.1243076;0;
552;50.75094;2.12497;102;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040686;50.7509363;2.1249694;0;
553;50.75007;2.1257;109;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059813;50.7500689;2.1257023;0;
554;50.74903;2.12667;134;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040683;50.7490288;2.1266699;0;
555;50.74855;2.12713;62;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040682;50.7485502;2.1271312;0;
556;50.74793;2.12778;82;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1274113792;50.7479266;2.1277765;0;
557;50.74744;2.12829;65;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040680;50.7474403;2.1282899;0;
558;50.74698;2.12878;61;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1274113742;50.7469769;2.1287802;0;
559;50.74644;2.12939;73;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040676;50.7464424;2.129387;0;
560;50.74589;2.13004;76;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040679;50.7458922;2.1300375;0;
561;50.74547;2.13048;56;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059808;50.7454653;2.1304834;0;
562;50.74445;2.13185;149;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040675;50.7444541;2.1318506;0;
563;50.74389;2.13262;82;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040673;50.7438864;2.1326217;0;
564;50.74362;2.133;40;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040672;50.7436165;2.1329999;0;
565;50.74337;2.13335;37;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059834;50.7433733;2.1333496;0;
566;50.74237;2.13488;155;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5328040669;50.7423656;2.1348774;0;
567;50.74142;2.1364;150;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059828;50.7414207;2.1363966;0;
568;50.74086;2.13736;92;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309211978;50.7408583;2.1373558;0;
569;50.74028;2.13842;98;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309211990;50.7402794;2.1384159;0;
570;50.73958;2.13974;121;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309211999;50.7395785;2.1397376;0;
571;50.73783;2.14307;305;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059845;50.7378334;2.1430715;0;
572;50.73753;2.14376;59;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309207965;50.7375257;2.1437618;0;
573;50.73684;2.14512;122;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309207963;50.7368405;2.1451181;0;
574;50.73646;2.14587;67;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309207959;50.7364585;2.1458665;0;
575;50.73612;2.14649;57;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1710105045;50.7361243;2.1464919;0;
576;50.7357;2.14736;77;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309208004;50.7356946;2.1473551;0;
577;50.73522;2.14821;80;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059458;50.7352182;2.1482128;0;
578;50.73504;2.14865;36;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309193733;50.735036;2.1486506;0;
579;50.73481;2.14909;40;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309193740;50.7348119;2.1490851;0;
580;50.73436;2.14994;78;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309193737;50.7343586;2.1499434;0;
581;50.73386;2.15088;86;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1274113790;50.7338549;2.1508773;0;
582;50.73336;2.15172;81;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309193748;50.7333587;2.1517217;0;
583;50.73275;2.15278;101;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5220456900;50.7327459;2.1527813;0;
584;50.73242;2.15331;52;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5309193753;50.7324199;2.1533096;0;
585;50.73214;2.15378;45;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059851;50.7321407;2.1537746;0;
586;50.73154;2.15471;93;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5220456903;50.7315422;2.1547097;0;
587;50.73087;2.15573;103;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5220456911;50.7308682;2.1557289;0;
588;50.73018;2.15672;103;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5220456905;50.7301823;2.1567214;0;
589;50.72951;2.15763;98;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5220434410;50.7295072;2.1576323;0;
590;50.72886;2.15852;95;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5220434409;50.7288597;2.1585238;0;
591;50.7283;2.15934;85;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059854;50.728298;2.1593348;0;
592;50.72669;2.16149;234;235921546;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1241259638;50.7266869;2.1614871;0;
593;50.72513;2.16362;229;724553877;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5220399394;50.7251329;2.1636169;0;
594;50.72403;2.16512;161;724553877;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5220399391;50.7240275;2.165122;0;
595;50.72333;2.16606;102;680281634;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;6795108823;50.7233245;2.1660635;0;
596;50.7228;2.16679;78;680281634;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059865;50.7227977;2.1667877;0;
597;50.72268;2.16695;17;680281634;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1522724399;50.722684;2.1669459;0;
598;50.72225;2.16755;63;680281634;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;537757237;50.7222512;2.1675483;0;
599;50.72213;2.16772;17;680281634;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1522724368;50.7221267;2.1677216;0;
600;50.72198;2.16792;21;680281634;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1522724360;50.7219826;2.1679222;0;
601;50.72144;2.16873;82;27368296;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;300448199;50.7214415;2.16873;0;
602;50.72119;2.16915;40;27368296;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;300448417;50.7211861;2.1691453;0;
603;50.71973;2.17136;225;27368298;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059872;50.7197276;2.1713625;0;
604;50.71902;2.17251;113;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059466;50.7190211;2.1725126;0;
605;50.71876;2.173;45;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1241259641;50.71876;2.1729956;0;
606;50.71857;2.17338;34;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1280166452;50.7185675;2.1733768;0;
607;50.71842;2.17369;27;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;6173444685;50.7184153;2.1736917;0;
608;50.71826;2.17404;30;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059875;50.7182549;2.1740404;0;
609;50.71808;2.1744;32;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1280166451;50.7180805;2.174401;0;
610;50.71761;2.17538;86;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;300448498;50.7176095;2.1753783;0;
611;50.71702;2.17664;110;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;300448491;50.7170213;2.1766411;0;
612;50.71659;2.17761;83;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1280172800;50.7165879;2.1776128;0;
613;50.71627;2.17833;62;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1282886487;50.7162682;2.1783296;0;
614;50.71574;2.17952;102;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059896;50.7157388;2.1795164;0;
615;50.71398;2.18374;356;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059888;50.713978;2.1837393;0;
616;50.70906;2.19564;1003;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947556821;50.7090569;2.1956359;0;
617;50.70819;2.19771;175;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4935738914;50.7081868;2.1977119;0;
618;50.70758;2.19912;120;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5502670436;50.7075785;2.1991188;0;
619;50.70751;2.19928;13;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947556219;50.70751;2.1992773;0;
620;50.70685;2.20078;128;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059904;50.7068471;2.2007767;0;
621;50.70626;2.2021;114;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947556218;50.7062616;2.2021018;0;
622;50.70584;2.20305;81;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;5243459217;50.7058385;2.2030485;0;
623;50.70537;2.20408;89;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947556215;50.7053731;2.2040838;0;
624;50.70494;2.20506;84;4136680;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1283645151;50.7049381;2.2050565;0;
625;50.70459;2.20585;68;113106912;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1283645257;50.7045863;2.2058494;0;
626;50.7044;2.20629;37;113106920;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947556213;50.704398;2.2062859;0;
627;50.70418;2.20678;42;113106920;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4867875684;50.7041755;2.2067821;0;
628;50.70396;2.20729;43;113106920;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947556207;50.7039564;2.2072864;0;
629;50.70372;2.20782;45;113106920;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;2211489849;50.7037182;2.2078169;0;
630;50.70351;2.20827;39;211141889;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;2211489842;50.7035071;2.2082744;0;
631;50.70299;2.20945;101;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4867875682;50.7029938;2.2094539;0;
632;50.70087;2.21422;411;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059911;50.7008731;2.214221;0;
633;50.70065;2.21471;42;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947473201;50.7006506;2.2147053;0;
634;50.70037;2.21533;53;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947465556;50.7003685;2.215333;0;
635;50.69981;2.21653;105;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079757243;50.6998071;2.2165286;0;
636;50.69945;2.21726;65;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947473204;50.6994461;2.2172642;0;
637;50.69919;2.2178;47;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4947465564;50.6991895;2.2177953;0;
638;50.69856;2.21903;111;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059924;50.6985629;2.2190318;0;
639;50.69773;2.22053;140;211141891;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3468043848;50.6977307;2.2205328;0;
640;50.69675;2.22225;163;112670755;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1280179485;50.6967472;2.2222515;0;
641;50.69667;2.22238;12;112670755;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;7503804041;50.6966645;2.2223836;0;
642;50.69635;2.22288;50;112670755;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059917;50.6963537;2.2228802;0;
643;50.69589;2.22373;78;112670755;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;7503804040;50.6958848;2.2237277;0;
644;50.69579;2.22391;16;112670755;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1280179504;50.6957859;2.2239064;0;
645;50.69495;2.2253;135;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842459895;50.6949499;2.2253007;0;
646;50.69398;2.2268;151;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1283645062;50.693983;2.226796;0;
647;50.6927;2.22872;196;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059937;50.6927039;2.2287173;0;
648;50.69196;2.22971;108;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842431221;50.6919625;2.229707;0;
649;50.69127;2.23065;101;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842431229;50.6912655;2.2306469;0;
650;50.6905;2.23159;108;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842431228;50.6904995;2.2315905;0;
651;50.68977;2.23253;104;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059932;50.6897727;2.2325276;0;
652;50.68879;2.23373;138;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842431261;50.6887891;2.2337262;0;
653;50.68801;2.23458;105;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;7644061946;50.6880123;2.2345804;0;
654;50.68744;2.23521;77;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1746505353;50.6874393;2.2352105;0;
655;50.68602;2.23673;191;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059944;50.6860179;2.2367306;0;
656;50.68347;2.23935;338;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842431270;50.6834656;2.2393476;0;
657;50.67908;2.24354;571;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842431331;50.6790751;2.2435381;0;
658;50.67761;2.24492;190;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842431329;50.6776097;2.2449229;0;
659;50.67671;2.24578;117;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4842431284;50.6767083;2.245779;0;
660;50.67584;2.24661;113;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1277515860;50.6758373;2.2466058;0;
661;50.67529;2.24711;70;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079853290;50.6752853;2.2471058;0;
662;50.67468;2.24767;78;112670760;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1277515917;50.6746772;2.2476668;0;
663;50.67342;2.24885;163;680281629;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079853554;50.6734168;2.2488453;0;
664;50.67284;2.24935;73;680281629;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1277515833;50.67284;2.2493493;0;
665;50.67214;2.24999;90;680281629;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4491322487;50.6721388;2.2499871;0;
666;50.67146;2.25064;88;680281629;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;242826097;50.6714572;2.2506349;0;
667;50.67113;2.25089;40;680281629;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4491322488;50.6711257;2.2508937;0;
668;50.67083;2.25116;38;680281629;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1277515923;50.67083;2.2511585;0;
669;50.67055;2.25141;35;680281629;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4491322484;50.6705477;2.2514141;0;
670;50.67026;2.25169;37;680281628;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4491322485;50.6702553;2.2516912;0;
671;50.6701;2.25183;20;680281628;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079853579;50.6700965;2.2518339;0;
672;50.66954;2.25232;71;680281628;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4491322483;50.6695379;2.2523153;0;
673;50.66898;2.25282;71;680281628;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059951;50.6689786;2.252816;0;
674;50.66856;2.25321;54;680281628;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079853310;50.6685616;2.2532065;0;
675;50.66844;2.2533;14;680281628;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079853285;50.6684347;2.2532993;0;
676;50.66802;2.25366;53;680281628;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4491322482;50.6680164;2.2536564;0;
677;50.66761;2.25404;52;680281628;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079853599;50.6676086;2.2540359;0;
678;50.66684;2.25469;97;303592652;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079853304;50.6668407;2.254686;0;
679;50.66667;2.25483;21;303592652;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079853601;50.6666728;2.2548336;0;
680;50.66642;2.25506;32;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1283645081;50.6664151;2.2550636;0;
681;50.66528;2.25603;144;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079918838;50.6652839;2.2560272;0;
682;50.6649;2.25634;47;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818702380;50.6649002;2.2563386;0;
683;50.66444;2.2567;57;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059958;50.6644429;2.2567013;0;
684;50.66367;2.25728;94;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818702385;50.6636744;2.2572828;0;
685;50.66347;2.25744;24;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818702398;50.6634721;2.2574383;0;
686;50.66279;2.25793;83;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818702400;50.662792;2.2579318;0;
687;50.66155;2.25879;150;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;3079918836;50.6615536;2.2587846;0;
688;50.66053;2.25945;122;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059965;50.6605338;2.2594469;0;
689;50.66005;2.25974;57;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818691210;50.6600529;2.2597397;0;
690;50.6596;2.26;53;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818692639;50.6596023;2.2600025;0;
691;50.65878;2.26047;97;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1283645048;50.6587787;2.2604682;0;
692;50.65775;2.26102;120;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818692643;50.6577455;2.2610164;0;
693;50.65673;2.26152;118;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059973;50.6567341;2.2615196;0;
694;50.65626;2.26175;54;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818692664;50.6562625;2.2617502;0;
695;50.65548;2.26214;91;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818692661;50.6554781;2.2621356;0;
696;50.65516;2.26228;36;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818692655;50.6551625;2.2622824;0;
697;50.6546;2.26257;65;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818692656;50.6545992;2.2625676;0;
698;50.65386;2.26295;86;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818692650;50.6538582;2.2629529;0;
699;50.65347;2.26315;45;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;4818691214;50.6534714;2.2631487;0;
700;50.65312;2.26334;41;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059970;50.6531206;2.2633419;0;
701;50.65045;2.26491;317;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059979;50.6504452;2.2649072;0;
702;50.64805;2.26681;298;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059484;50.648053;2.2668046;0;
703;50.6455;2.26905;324;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1283645094;50.6455035;2.2690475;0;
704;50.6438;2.27083;227;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059994;50.6438006;2.2708279;0;
705;50.64314;2.27156;89;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1283645198;50.6431349;2.2715548;0;
706;50.64219;2.27273;134;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;1283645143;50.6421868;2.2727248;0;
707;50.64098;2.27433;175;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23059987;50.6409838;2.2743304;0;
708;50.63903;2.27719;296;303592661;motorway;E 15;A 26;Autoroute des Anglais;SANEF;yes;23060009;50.6390294;2.2771891;0;
